p,failure_rate,trials_series,p_step,q_step,span,presentable,comment,candidates
0.93,0.0,0.0,1.0,10.0,10.0,,,[93.0000 ％（+43.0000） 1表 1裏 1目 1～1局] [86.4900 ％（+36.4900） 1表 2裏 2目 1～2局] [80.4357 ％（+30.4357） 1表 3裏 3目 1～3局] [74.8052 ％（+24.8052） 1表 4裏 4目 1～4局] [69.5688 ％（+19.5688） 1表 5裏 5目 1～5局] [64.6990 ％（+14.6990） 1表 6裏 6目 1～6局] [60.1701 ％（+10.1701） 1表 7裏 7目 1～7局] [55.9582 ％（+5.9582） 1表 8裏 8目 1～8局] [52.0411 ％（+2.0411） 1表 9裏 9目 1～9局] [48.3982 ％（-1.6018） 1表 10裏 10目 1～10局] [51.4587 ％（+1.4587） 1表 11裏 22目 2～23局] [49.1754 ％（-0.8246） 1表 12裏 23目 2～24局] [49.7546 ％（-0.2454） 1表 12裏 36目 3～38局] [50.1847 ％（+0.1847） 1表 13裏 49目 4～52局] [49.9384 ％（-0.0616） 1表 13裏 89目 7～95局]
0.94,0.0,0.0,1.0,11.0,11.0,,,[94.0000 ％（+44.0000） 1表 1裏 1目 1～1局] [88.3600 ％（+38.3600） 1表 2裏 2目 1～2局] [83.0584 ％（+33.0584） 1表 3裏 3目 1～3局] [78.0749 ％（+28.0749） 1表 4裏 4目 1～4局] [73.3904 ％（+23.3904） 1表 5裏 5目 1～5局] [68.9870 ％（+18.9870） 1表 6裏 6目 1～6局] [64.8478 ％（+14.8478） 1表 7裏 7目 1～7局] [60.9569 ％（+10.9569） 1表 8裏 8目 1～8局] [57.2995 ％（+7.2995） 1表 9裏 9目 1～9局] [53.8615 ％（+3.8615） 1表 10裏 10目 1～10局] [50.6298 ％（+0.6298） 1表 11裏 11目 1～11局] [50.3512 ％（+0.3512） 1表 14裏 42目 3～44局] [49.8240 ％（-0.1760） 1表 15裏 58目 4～61局] [50.1743 ％（+0.1743） 1表 15裏 89目 6～94局] [49.8325 ％（-0.1675） 1表 15裏 105目 7～111局]
0.95,0.0,0.0,1.0,14.0,14.0,,,[95.0000 ％（+45.0000） 1表 1裏 1目 1～1局] [90.2500 ％（+40.2500） 1表 2裏 2目 1～2局] [85.7375 ％（+35.7375） 1表 3裏 3目 1～3局] [81.4506 ％（+31.4506） 1表 4裏 4目 1～4局] [77.3781 ％（+27.3781） 1表 5裏 5目 1～5局] [73.5092 ％（+23.5092） 1表 6裏 6目 1～6局] [69.8337 ％（+19.8337） 1表 7裏 7目 1～7局] [66.3420 ％（+16.3420） 1表 8裏 8目 1～8局] [63.0249 ％（+13.0249） 1表 9裏 9目 1～9局] [59.8737 ％（+9.8737） 1表 10裏 10目 1～10局] [56.8800 ％（+6.8800） 1表 11裏 11目 1～11局] [54.0360 ％（+4.0360） 1表 12裏 12目 1～12局] [51.3342 ％（+1.3342） 1表 13裏 13目 1～13局] [48.7675 ％（-1.2325） 1表 14裏 14目 1～14局] [50.3650 ％（+0.3650） 1表 16裏 32目 2～33局] [50.1816 ％（+0.1816） 1表 17裏 51目 3～53局] [50.1127 ％（+0.1127） 1表 18裏 70目 4～73局] [50.0784 ％（+0.0784） 1表 18裏 89目 5～93局] [50.0586 ％（+0.0586） 1表 18裏 108目 6～113局]
0.96,0.0,0.0,1.0,17.0,17.0,,,[96.0000 ％（+46.0000） 1表 1裏 1目 1～1局] [92.1600 ％（+42.1600） 1表 2裏 2目 1～2局] [88.4736 ％（+38.4736） 1表 3裏 3目 1～3局] [84.9347 ％（+34.9347） 1表 4裏 4目 1～4局] [81.5373 ％（+31.5373） 1表 5裏 5目 1～5局] [78.2758 ％（+28.2758） 1表 6裏 6目 1～6局] [75.1447 ％（+25.1447） 1表 7裏 7目 1～7局] [72.1390 ％（+22.1390） 1表 8裏 8目 1～8局] [69.2534 ％（+19.2534） 1表 9裏 9目 1～9局] [66.4833 ％（+16.4833） 1表 10裏 10目 1～10局] [63.8239 ％（+13.8239） 1表 11裏 11目 1～11局] [61.2710 ％（+11.2710） 1表 12裏 12目 1～12局] [58.8201 ％（+8.8201） 1表 13裏 13目 1～13局] [56.4673 ％（+6.4673） 1表 14裏 14目 1～14局] [54.2086 ％（+4.2086） 1表 15裏 15目 1～15局] [52.0403 ％（+2.0403） 1表 16裏 16目 1～16局] [49.9587 ％（-0.0413） 1表 17裏 17目 1～17局]
0.97,0.0,0.0,1.0,23.0,23.0,,,[97.0000 ％（+47.0000） 1表 1裏 1目 1～1局] [94.0900 ％（+44.0900） 1表 2裏 2目 1～2局] [91.2673 ％（+41.2673） 1表 3裏 3目 1～3局] [88.5293 ％（+38.5293） 1表 4裏 4目 1～4局] [85.8734 ％（+35.8734） 1表 5裏 5目 1～5局] [83.2972 ％（+33.2972） 1表 6裏 6目 1～6局] [80.7983 ％（+30.7983） 1表 7裏 7目 1～7局] [78.3743 ％（+28.3743） 1表 8裏 8目 1～8局] [76.0231 ％（+26.0231） 1表 9裏 9目 1～9局] [73.7424 ％（+23.7424） 1表 10裏 10目 1～10局] [71.5301 ％（+21.5301） 1表 11裏 11目 1～11局] [69.3842 ％（+19.3842） 1表 12裏 12目 1～12局] [67.3027 ％（+17.3027） 1表 13裏 13目 1～13局] [65.2836 ％（+15.2836） 1表 14裏 14目 1～14局] [63.3251 ％（+13.3251） 1表 15裏 15目 1～15局] [61.4254 ％（+11.4254） 1表 16裏 16目 1～16局] [59.5826 ％（+9.5826） 1表 17裏 17目 1～17局] [57.7951 ％（+7.7951） 1表 18裏 18目 1～18局] [56.0613 ％（+6.0613） 1表 19裏 19目 1～19局] [54.3794 ％（+4.3794） 1表 20裏 20目 1～20局] [52.7481 ％（+2.7481） 1表 21裏 21目 1～21局] [51.1656 ％（+1.1656） 1表 22裏 22目 1～22局] [49.6306 ％（-0.3694） 1表 23裏 23目 1～23局] [49.8483 ％（-0.1517） 1表 29裏 87目 3～89局]
0.98,0.0,0.0,1.0,34.0,34.0,,,[98.0000 ％（+48.0000） 1表 1裏 1目 1～1局] [96.0400 ％（+46.0400） 1表 2裏 2目 1～2局] [94.1192 ％（+44.1192） 1表 3裏 3目 1～3局] [92.2368 ％（+42.2368） 1表 4裏 4目 1～4局] [90.3921 ％（+40.3921） 1表 5裏 5目 1～5局] [88.5842 ％（+38.5842） 1表 6裏 6目 1～6局] [86.8126 ％（+36.8126） 1表 7裏 7目 1～7局] [85.0763 ％（+35.0763） 1表 8裏 8目 1～8局] [83.3748 ％（+33.3748） 1表 9裏 9目 1～9局] [81.7073 ％（+31.7073） 1表 10裏 10目 1～10局] [80.0731 ％（+30.0731） 1表 11裏 11目 1～11局] [78.4717 ％（+28.4717） 1表 12裏 12目 1～12局] [76.9022 ％（+26.9022） 1表 13裏 13目 1～13局] [75.3642 ％（+25.3642） 1表 14裏 14目 1～14局] [73.8569 ％（+23.8569） 1表 15裏 15目 1～15局] [72.3798 ％（+22.3798） 1表 16裏 16目 1～16局] [70.9322 ％（+20.9322） 1表 17裏 17目 1～17局] [69.5135 ％（+19.5135） 1表 18裏 18目 1～18局] [68.1233 ％（+18.1233） 1表 19裏 19目 1～19局] [66.7608 ％（+16.7608） 1表 20裏 20目 1～20局] [65.4256 ％（+15.4256） 1表 21裏 21目 1～21局] [64.1171 ％（+14.1171） 1表 22裏 22目 1～22局] [62.8347 ％（+12.8347） 1表 23裏 23目 1～23局] [61.5780 ％（+11.5780） 1表 24裏 24目 1～24局] [60.3465 ％（+10.3465） 1表 25裏 25目 1～25局] [59.1395 ％（+9.1395） 1表 26裏 26目 1～26局] [57.9568 ％（+7.9568） 1表 27裏 27目 1～27局] [56.7976 ％（+6.7976） 1表 28裏 28目 1～28局] [55.6617 ％（+5.6617） 1表 29裏 29目 1～29局] [54.5484 ％（+4.5484） 1表 30裏 30目 1～30局] [53.4575 ％（+3.4575） 1表 31裏 31目 1～31局] [52.3883 ％（+2.3883） 1表 32裏 32目 1～32局] [51.3405 ％（+1.3405） 1表 33裏 33目 1～33局] [50.3137 ％（+0.3137） 1表 34裏 34目 1～34局] [49.7331 ％（-0.2669） 1表 42裏 83目 2～84局]
0.99,0.0,0.0,1.0,67.0,67.0,,,[99.0000 ％（+49.0000） 1表 1裏 1目 1～1局] [98.0100 ％（+48.0100） 1表 2裏 2目 1～2局] [97.0299 ％（+47.0299） 1表 3裏 3目 1～3局] [96.0596 ％（+46.0596） 1表 4裏 4目 1～4局] [95.0990 ％（+45.0990） 1表 5裏 5目 1～5局] [94.1480 ％（+44.1480） 1表 6裏 6目 1～6局] [93.2065 ％（+43.2065） 1表 7裏 7目 1～7局] [92.2745 ％（+42.2745） 1表 8裏 8目 1～8局] [91.3517 ％（+41.3517） 1表 9裏 9目 1～9局] [90.4382 ％（+40.4382） 1表 10裏 10目 1～10局] [89.5338 ％（+39.5338） 1表 11裏 11目 1～11局] [88.6385 ％（+38.6385） 1表 12裏 12目 1～12局] [87.7521 ％（+37.7521） 1表 13裏 13目 1～13局] [86.8746 ％（+36.8746） 1表 14裏 14目 1～14局] [86.0058 ％（+36.0058） 1表 15裏 15目 1～15局] [85.1458 ％（+35.1458） 1表 16裏 16目 1～16局] [84.2943 ％（+34.2943） 1表 17裏 17目 1～17局] [83.4514 ％（+33.4514） 1表 18裏 18目 1～18局] [82.6169 ％（+32.6169） 1表 19裏 19目 1～19局] [81.7907 ％（+31.7907） 1表 20裏 20目 1～20局] [80.9728 ％（+30.9728） 1表 21裏 21目 1～21局] [80.1631 ％（+30.1631） 1表 22裏 22目 1～22局] [79.3614 ％（+29.3614） 1表 23裏 23目 1～23局] [78.5678 ％（+28.5678） 1表 24裏 24目 1～24局] [77.7821 ％（+27.7821） 1表 25裏 25目 1～25局] [77.0043 ％（+27.0043） 1表 26裏 26目 1～26局] [76.2343 ％（+26.2343） 1表 27裏 27目 1～27局] [75.4719 ％（+25.4719） 1表 28裏 28目 1～28局] [74.7172 ％（+24.7172） 1表 29裏 29目 1～29局] [73.9700 ％（+23.9700） 1表 30裏 30目 1～30局] [73.2303 ％（+23.2303） 1表 31裏 31目 1～31局] [72.4980 ％（+22.4980） 1表 32裏 32目 1～32局] [71.7731 ％（+21.7731） 1表 33裏 33目 1～33局] [71.0553 ％（+21.0553） 1表 34裏 34目 1～34局] [70.3448 ％（+20.3448） 1表 35裏 35目 1～35局] [69.6413 ％（+19.6413） 1表 36裏 36目 1～36局] [68.9449 ％（+18.9449） 1表 37裏 37目 1～37局] [68.2555 ％（+18.2555） 1表 38裏 38目 1～38局] [67.5729 ％（+17.5729） 1表 39裏 39目 1～39局] [66.8972 ％（+16.8972） 1表 40裏 40目 1～40局] [66.2282 ％（+16.2282） 1表 41裏 41目 1～41局] [65.5659 ％（+15.5659） 1表 42裏 42目 1～42局] [64.9103 ％（+14.9103） 1表 43裏 43目 1～43局] [64.2612 ％（+14.2612） 1表 44裏 44目 1～44局] [63.6185 ％（+13.6185） 1表 45裏 45目 1～45局] [62.9824 ％（+12.9824） 1表 46裏 46目 1～46局] [62.3525 ％（+12.3525） 1表 47裏 47目 1～47局] [61.7290 ％（+11.7290） 1表 48裏 48目 1～48局] [61.1117 ％（+11.1117） 1表 49裏 49目 1～49局] [60.5006 ％（+10.5006） 1表 50裏 50目 1～50局] [59.8956 ％（+9.8956） 1表 51裏 51目 1～51局] [59.2966 ％（+9.2966） 1表 52裏 52目 1～52局] [58.7037 ％（+8.7037） 1表 53裏 53目 1～53局] [58.1166 ％（+8.1166） 1表 54裏 54目 1～54局] [57.5355 ％（+7.5355） 1表 55裏 55目 1～55局] [56.9601 ％（+6.9601） 1表 56裏 56目 1～56局] [56.3905 ％（+6.3905） 1表 57裏 57目 1～57局] [55.8266 ％（+5.8266） 1表 58裏 58目 1～58局] [55.2683 ％（+5.2683） 1表 59裏 59目 1～59局] [54.7157 ％（+4.7157） 1表 60裏 60目 1～60局] [54.1685 ％（+4.1685） 1表 61裏 61目 1～61局] [53.6268 ％（+3.6268） 1表 62裏 62目 1～62局] [53.0906 ％（+3.0906） 1表 63裏 63目 1～63局] [52.5596 ％（+2.5596） 1表 64裏 64目 1～64局] [52.0341 ％（+2.0341） 1表 65裏 65目 1～65局] [51.5137 ％（+1.5137） 1表 66裏 66目 1～66局] [50.9986 ％（+0.9986） 1表 67裏 67目 1～67局] [50.4886 ％（+0.4886） 1表 68裏 68目 1～68局] [49.9837 ％（-0.0163） 1表 69裏 69目 1～69局]
0.5,0.1,2000,1,1,1,《1表 1裏 1目 1～1局》,,[50.0000 ％（+0.0000） 1表 1裏 1目 1～1局]
0.51,0.1,2000,1,1,1,《1表 1裏 1目 1～1局》,,[51.0000 ％（+1.0000） 1表 1裏 1目 1～1局]
0.52,0.1,,0.0,1.0,1.0,,,[52.0000 ％（+2.0000） 1表 1裏 1目 1～1局] [48.3443 ％（-1.6557） 5表 6裏 55目 10～20局] [49.0984 ％（-0.9016） 6表 7裏 71目 11～22局] [49.7858 ％（-0.2142） 6表 7裏 78目 12～24局]
0.53,0.1,,0.0,1.0,1.0,,,[53.0000 ％（+3.0000） 1表 1裏 1目 1～1局] [47.0347 ％（-2.9653） 3表 4裏 21目 6～12局] [48.5223 ％（-1.4777） 4表 5裏 31目 7～14局] [49.8078 ％（-0.1922） 4表 5裏 36目 8～16局] [50.0022 ％（+0.0022） 6表 7裏 106目 16～33局]
0.54,0.1,,0.0,1.0,1.0,,,[54.0000 ％（+4.0000） 1表 1裏 1目 1～1局] [47.8443 ％（-2.1557） 3表 4裏 17目 5～10局] [49.8605 ％（-0.1395） 3表 4裏 21目 6～12局]
0.55,0.1,,0.0,1.0,1.0,,,[55.0000 ％（+5.0000） 1表 1裏 1目 1～1局] [47.6956 ％（-2.3044） 2表 3裏 10目 4～8局] [50.4405 ％（+0.4405） 3表 4裏 17目 5～10局] [50.2476 ％（+0.2476） 4表 5裏 66目 14～30局] [50.1907 ％（+0.1907） 4表 5裏 111目 23～50局]
0.56,0.1,,0.0,1.0,1.0,,,[56.0000 ％（+6.0000） 1表 1裏 1目 1～1局] [46.1828 ％（-3.8172） 2表 3裏 7目 3～6局] [50.0364 ％（+0.0364） 2表 3裏 10目 4～8局] [50.0045 ％（+0.0045） 3表 4裏 57目 15～33局]
0.57,0.1,,0.0,1.0,1.0,,,[57.0000 ％（+7.0000） 1表 1裏 1目 1～1局] [48.2304 ％（-1.7696） 2表 3裏 7目 3～6局] [48.5412 ％（-1.4588） 2表 3裏 16目 6～13局] [48.6356 ％（-1.3644） 3表 4裏 34目 9～20局] [51.0931 ％（+1.0931） 3表 4裏 37目 10～22局] [50.8020 ％（+0.8020） 3表 4裏 49目 13～29局] [50.5852 ％（+0.5852） 3表 4裏 61目 16～36局] [50.4124 ％（+0.4124） 3表 4裏 73目 19～43局] [50.2683 ％（+0.2683） 3表 4裏 85目 22～50局] [50.1445 ％（+0.1445） 3表 4裏 97目 25～57局] [50.0355 ％（+0.0355） 3表 4裏 109目 28～64局]
0.58,0.1,,0.0,1.0,1.0,,,[58.0000 ％（+8.0000） 1表 1裏 1目 1～1局] [44.0953 ％（-5.9047） 1表 2裏 3目 2～4局] [50.2905 ％（+0.2905） 2表 3裏 7目 3～6局] [49.8284 ％（-0.1716） 3表 4裏 64目 16～37局]
0.59,0.1,,0.0,1.0,1.0,,,[59.0000 ％（+9.0000） 1表 1裏 1目 1～1局] [45.7995 ％（-4.2005） 1表 2裏 3目 2～4局] [52.3591 ％（+2.3591） 2表 3裏 7目 3～6局] [50.5203 ％（+0.5203） 2表 3裏 13目 5～11局] [50.0070 ％（+0.0070） 2表 3裏 40目 14～33局]
0.6,0.1,,0.0,1.0,1.0,,,[60.0000 ％（+10.0000） 1表 1裏 1目 1～1局] [47.5200 ％（-2.4800） 1表 2裏 3目 2～4局] [48.2610 ％（-1.7390） 2表 3裏 11目 4～9局] [48.5855 ％（-1.4145） 2表 3裏 17目 6～14局] [48.7775 ％（-1.2225） 2表 3裏 23目 8～19局] [48.9080 ％（-1.0920） 2表 3裏 29目 10～24局] [49.0041 ％（-0.9959） 2表 3裏 35目 12～29局] [49.0785 ％（-0.9215） 2表 3裏 41目 14～34局] [49.1385 ％（-0.8615） 2表 3裏 47目 16～39局] [49.1881 ％（-0.8119） 2表 3裏 53目 18～44局] [49.2300 ％（-0.7700） 2表 3裏 59目 20～49局] [49.2660 ％（-0.7340） 2表 3裏 65目 22～54局] [49.2974 ％（-0.7026） 2表 3裏 71目 24～59局] [49.3251 ％（-0.6749） 2表 3裏 77目 26～64局] [49.3497 ％（-0.6503） 2表 3裏 83目 28～69局] [49.3719 ％（-0.6281） 2表 3裏 89目 30～74局] [49.3919 ％（-0.6081） 2表 3裏 95目 32～79局] [49.4101 ％（-0.5899） 2表 3裏 101目 34～84局] [49.4268 ％（-0.5732） 2表 3裏 107目 36～89局] [49.4421 ％（-0.5579） 2表 3裏 113目 38～94局]
0.61,0.1,,0.0,1.0,1.0,,,[61.0000 ％（+11.0000） 1表 1裏 1目 1～1局] [49.2549 ％（-0.7451） 1表 2裏 3目 2～4局] [49.2630 ％（-0.7370） 2表 3裏 27目 9～22局] [50.1164 ％（+0.1164） 2表 3裏 33目 11～27局]
0.62,0.1,,0.0,1.0,1.0,,,[62.0000 ％（+12.0000） 1表 1裏 1目 1～1局] [38.4400 ％（-11.5600） 1表 2裏 2目 1～2局] [51.0022 ％（+1.0022） 1表 2裏 3目 2～4局] [49.5719 ％（-0.4281） 2表 3裏 15目 5～12局] [50.0097 ％（+0.0097） 3表 5裏 61目 13～33局]
0.63,0.1,,0.0,1.0,1.0,,,[63.0000 ％（+13.0000） 1表 1裏 1目 1～1局] [39.6900 ％（-10.3100） 1表 2裏 2目 1～2局] [52.7599 ％（+2.7599） 1表 2裏 3目 2～4局] [48.6641 ％（-1.3359） 1表 2裏 5目 3～7局] [49.8927 ％（-0.1073） 3表 5裏 28目 6～15局] [50.0498 ％（+0.0498） 3表 5裏 79目 16～42局]
0.64,0.1,,0.0,1.0,1.0,,,[64.0000 ％（+14.0000） 1表 1裏 1目 1～1局] [40.9600 ％（-9.0400） 1表 2裏 2目 1～2局] [54.5260 ％（+4.5260） 1表 2裏 3目 2～4局] [50.9383 ％（+0.9383） 1表 2裏 5目 3～7局] [49.7818 ％（-0.2182） 3表 5裏 40目 8～21局]
0.65,0.1,,0.0,1.0,1.0,,,[65.0000 ％（+15.0000） 1表 1裏 1目 1～1局] [42.2500 ％（-7.7500） 1表 2裏 2目 1～2局] [56.2981 ％（+6.2981） 1表 2裏 3目 2～4局] [53.2283 ％（+3.2283） 1表 2裏 5目 3～7局] [51.3827 ％（+1.3827） 1表 2裏 7目 4～10局] [50.0503 ％（+0.0503） 1表 2裏 9目 5～13局] [50.0127 ％（+0.0127） 5表 9裏 106目 12～33局]
0.66,0.1,,0.0,1.0,1.0,,,[66.0000 ％（+16.0000） 1表 1裏 1目 1～1局] [43.5600 ％（-6.4400） 1表 2裏 2目 1～2局] [44.7804 ％（-5.2196） 1表 2裏 4目 2～5局] [45.1919 ％（-4.8081） 1表 2裏 6目 3～8局] [54.1061 ％（+4.1061） 1表 2裏 7目 4～10局] [53.1382 ％（+3.1382） 1表 2裏 9目 5～13局] [52.4088 ％（+2.4088） 1表 2裏 11目 6～16局] [51.8242 ％（+1.8242） 1表 2裏 13目 7～19局] [51.3359 ％（+1.3359） 1表 2裏 15目 8～22局] [50.9158 ％（+0.9158） 1表 2裏 17目 9～25局] [50.5465 ％（+0.5465） 1表 2裏 19目 10～28局] [50.2163 ％（+0.2163） 1表 2裏 21目 11～31局] [49.9171 ％（-0.0829） 1表 2裏 23目 12～34局]
0.67,0.1,,0.0,1.0,1.0,,,[67.0000 ％（+17.0000） 1表 1裏 1目 1～1局] [44.8900 ％（-5.1100） 1表 2裏 2目 1～2局] [46.7506 ％（-3.2494） 1表 2裏 4目 2～5局] [47.6435 ％（-2.3565） 1表 2裏 6目 3～8局] [48.2118 ％（-1.7882） 1表 2裏 8目 4～11局] [48.6242 ％（-1.3758） 1表 2裏 10目 5～14局] [48.9469 ％（-1.0531） 1表 2裏 12目 6～17局] [49.2122 ％（-0.7878） 1表 2裏 14目 7～20局] [49.4376 ％（-0.5624） 1表 2裏 16目 8～23局] [49.6341 ％（-0.3659） 1表 2裏 18目 9～26局] [49.8086 ％（-0.1914） 1表 2裏 20目 10～29局] [49.9658 ％（-0.0342） 1表 2裏 22目 11～32局]
0.68,0.1,,0.0,1.0,1.0,,,[68.0000 ％（+18.0000） 1表 1裏 1目 1～1局] [46.2400 ％（-3.7600） 1表 2裏 2目 1～2局] [48.7495 ％（-1.2505） 1表 2裏 4目 2～5局] [50.1298 ％（+0.1298） 1表 2裏 6目 3～8局] [50.0162 ％（+0.0162） 4表 9裏 91目 11～33局]
0.69,0.1,,0.0,1.0,1.0,,,[69.0000 ％（+19.0000） 1表 1裏 1目 1～1局] [47.6100 ％（-2.3900） 1表 2裏 2目 1～2局] [50.7744 ％（+0.7744） 1表 2裏 4目 2～5局] [49.7055 ％（-0.2945） 2表 5裏 26目 6～18局] [49.9266 ％（-0.0734） 3表 7裏 99目 15～47局]
0.7,0.1,2000,3,7,109,《3表 7裏 109目 16～52局》,,[70.0000 ％（+20.0000） 1表 1裏 1目 1～1局] [49.0000 ％（-1.0000） 1表 2裏 2目 1～2局] [49.2516 ％（-0.7484） 2表 5裏 17目 4～12局] [49.4176 ％（-0.5824） 2表 5裏 31目 7～22局] [49.5078 ％（-0.4922） 2表 5裏 46目 10～32局] [49.5660 ％（-0.4340） 3表 7裏 88目 13～42局] [49.6076 ％（-0.3924） 3表 7裏 109目 16～52局]
0.71,0.1,,0.0,1.0,1.0,,,[71.0000 ％（+21.0000） 1表 1裏 1目 1～1局] [50.4100 ％（+0.4100） 1表 2裏 2目 1～2局] [50.0204 ％（+0.0204） 2表 5裏 47目 10～33局]
0.72,0.1,,0.0,1.0,1.0,,,[72.0000 ％（+22.0000） 1表 1裏 1目 1～1局] [51.8400 ％（+1.8400） 1表 2裏 2目 1～2局] [51.7098 ％（+1.7098） 1表 3裏 7目 3～9局] [48.4515 ％（-1.5485） 1表 3裏 10目 4～13局] [49.5181 ％（-0.4819） 2表 5裏 29目 6～20局] [50.2571 ％（+0.2571） 2表 5裏 39目 8～27局] [50.1753 ％（+0.1753） 2表 5裏 75目 15～52局]
0.73,0.1,,0.0,1.0,1.0,,,[73.0000 ％（+23.0000） 1表 1裏 1目 1～1局] [53.2900 ％（+3.2900） 1表 2裏 2目 1～2局] [48.7172 ％（-1.2828） 1表 3裏 5目 2～6局] [49.7741 ％（-0.2259） 1表 3裏 13目 5～17局]
0.74,0.1,,0.0,1.0,1.0,,,[74.0000 ％（+24.0000） 1表 1裏 1目 1～1局] [54.7600 ％（+4.7600） 1表 2裏 2目 1～2局] [51.0372 ％（+1.0372） 1表 3裏 5目 2～6局] [49.5780 ％（-0.4220） 1表 3裏 8目 3～10局] [50.0257 ％（+0.0257） 1表 3裏 25目 9～33局]
