p,failure_rate,trials_series,p_step,q_step,span,presentable,comment,candidates
0.75,0.1,,0.0,1.0,1.0,,,[75.0000 ％（+25.0000） 1表 1裏 1目 1～1局] [56.2500 ％（+6.2500） 1表 2裏 2目 1～2局] [53.3936 ％（+3.3936） 1表 3裏 5目 2～6局] [52.5593 ％（+2.5593） 1表 3裏 8目 3～10局] [52.1340 ％（+2.1340） 1表 3裏 11目 4～14局] [51.8669 ％（+1.8669） 1表 3裏 14目 5～18局] [51.6797 ％（+1.6797） 1表 3裏 17目 6～22局] [51.5393 ％（+1.5393） 1表 3裏 20目 7～26局] [51.4290 ％（+1.4290） 1表 3裏 23目 8～30局] [51.3394 ％（+1.3394） 1表 3裏 26目 9～34局] [51.2647 ％（+1.2647） 1表 3裏 29目 10～38局] [51.2013 ％（+1.2013） 1表 3裏 32目 11～42局] [51.1465 ％（+1.1465） 1表 3裏 35目 12～46局] [51.0986 ％（+1.0986） 1表 3裏 38目 13～50局] [51.0562 ％（+1.0562） 1表 3裏 41目 14～54局] [51.0184 ％（+1.0184） 1表 3裏 44目 15～58局] [50.9844 ％（+0.9844） 1表 3裏 47目 16～62局] [50.9536 ％（+0.9536） 1表 3裏 50目 17～66局] [50.9254 ％（+0.9254） 1表 3裏 53目 18～70局] [50.8997 ％（+0.8997） 1表 3裏 56目 19～74局] [50.8760 ％（+0.8760） 1表 3裏 59目 20～78局] [50.8540 ％（+0.8540） 1表 3裏 62目 21～82局] [50.8336 ％（+0.8336） 1表 3裏 65目 22～86局] [50.8147 ％（+0.8147） 1表 3裏 68目 23～90局] [50.7969 ％（+0.7969） 1表 3裏 71目 24～94局] [50.7803 ％（+0.7803） 1表 3裏 74目 25～98局] [50.7646 ％（+0.7646） 1表 3裏 77目 26～102局] [50.7499 ％（+0.7499） 1表 3裏 80目 27～106局] [50.7360 ％（+0.7360） 1表 3裏 83目 28～110局] [50.7228 ％（+0.7228） 1表 3裏 86目 29～114局] [50.7104 ％（+0.7104） 1表 3裏 89目 30～118局] [50.6985 ％（+0.6985） 1表 3裏 92目 31～122局] [50.6872 ％（+0.6872） 1表 3裏 95目 32～126局] [50.6765 ％（+0.6765） 1表 3裏 98目 33～130局] [50.6662 ％（+0.6662） 1表 3裏 101目 34～134局] [50.6564 ％（+0.6564） 1表 3裏 104目 35～138局] [50.6470 ％（+0.6470） 1表 3裏 107目 36～142局] [50.6380 ％（+0.6380） 1表 3裏 110目 37～146局] [50.6294 ％（+0.6294） 1表 3裏 113目 38～150局] [50.6211 ％（+0.6211） 1表 3裏 116目 39～154局]
0.76,0.1,,0.0,1.0,1.0,,,[76.0000 ％（+26.0000） 1表 1裏 1目 1～1局] [57.7600 ％（+7.7600） 1表 2裏 2目 1～2局] [43.8976 ％（-6.1024） 1表 3裏 3目 1～3局] [55.7816 ％（+5.7816） 1表 3裏 5目 2～6局] [47.0188 ％（-2.9812） 1表 3裏 6目 2～7局] [48.6565 ％（-1.3435） 1表 3裏 9目 3～11局] [49.7762 ％（-0.2238） 1表 3裏 12目 4～15局] [49.8258 ％（-0.1742） 3表 10裏 91目 10～40局]
0.77,0.1,,0.0,1.0,1.0,,,[77.0000 ％（+27.0000） 1表 1裏 1目 1～1局] [59.2900 ％（+9.2900） 1表 2裏 2目 1～2局] [45.6533 ％（-4.3467） 1表 3裏 3目 1～3局] [49.6045 ％（-0.3955） 1表 3裏 6目 2～7局] [49.8569 ％（-0.1431） 2表 7裏 31目 5～20局] [50.0325 ％（+0.0325） 2表 7裏 51目 8～33局]
0.78,0.1,,0.0,1.0,1.0,,,[78.0000 ％（+28.0000） 1表 1裏 1目 1～1局] [60.8400 ％（+10.8400） 1表 2裏 2目 1～2局] [47.4552 ％（-2.5448） 1表 3裏 3目 1～3局] [52.2463 ％（+2.2463） 1表 3裏 6目 2～7局] [48.8643 ％（-1.1357） 1表 4裏 10目 3～12局] [49.5096 ％（-0.4904） 1表 4裏 17目 5～21局] [49.9236 ％（-0.0764） 2表 7裏 47目 7～30局]
0.79,0.1,,0.0,1.0,1.0,,,[79.0000 ％（+29.0000） 1表 1裏 1目 1～1局] [62.4100 ％（+12.4100） 1表 2裏 2目 1～2局] [49.3039 ％（-0.6961） 1表 3裏 3目 1～3局] [49.5835 ％（-0.4165） 1表 4裏 18目 5～22局] [49.8239 ％（-0.1761） 1表 4裏 33目 9～41局]
0.8,0.1,,0.0,1.0,1.0,,,[80.0000 ％（+30.0000） 1表 1裏 1目 1～1局] [64.0000 ％（+14.0000） 1表 2裏 2目 1～2局] [51.2000 ％（+1.2000） 1表 3裏 3目 1～3局] [50.3316 ％（+0.3316） 1表 4裏 7目 2～8局] [50.1652 ％（+0.1652） 1表 4裏 11目 3～13局] [50.1025 ％（+0.1025） 1表 4裏 15目 4～18局] [50.0714 ％（+0.0714） 1表 4裏 19目 5～23局] [50.0533 ％（+0.0533） 1表 4裏 23目 6～28局] [50.0417 ％（+0.0417） 1表 4裏 27目 7～33局] [50.0338 ％（+0.0338） 1表 4裏 31目 8～38局] [50.0281 ％（+0.0281） 1表 4裏 35目 9～43局] [50.0239 ％（+0.0239） 1表 4裏 39目 10～48局] [50.0206 ％（+0.0206） 1表 4裏 43目 11～53局] [50.0180 ％（+0.0180） 1表 4裏 47目 12～58局] [50.0159 ％（+0.0159） 1表 4裏 51目 13～63局] [50.0142 ％（+0.0142） 1表 4裏 55目 14～68局] [50.0128 ％（+0.0128） 1表 4裏 59目 15～73局] [50.0115 ％（+0.0115） 1表 4裏 63目 16～78局] [50.0105 ％（+0.0105） 1表 4裏 67目 17～83局] [50.0096 ％（+0.0096） 1表 4裏 71目 18～88局] [50.0089 ％（+0.0089） 1表 4裏 75目 19～93局]
0.81,0.1,,0.0,1.0,1.0,,,[81.0000 ％（+31.0000） 1表 1裏 1目 1～1局] [65.6100 ％（+15.6100） 1表 2裏 2目 1～2局] [53.1441 ％（+3.1441） 1表 3裏 3目 1～3局] [48.6240 ％（-1.3760） 1表 4裏 12目 3～14局] [49.9482 ％（-0.0518） 1表 4裏 16目 4～19局]
0.82,0.1,,0.0,1.0,1.0,,,[82.0000 ％（+32.0000） 1表 1裏 1目 1～1局] [67.2400 ％（+17.2400） 1表 2裏 2目 1～2局] [55.1368 ％（+5.1368） 1表 3裏 3目 1～3局] [45.2122 ％（-4.7878） 1表 4裏 4目 1～4局] [49.8770 ％（-0.1230） 1表 4裏 8目 2～9局] [50.0990 ％（+0.0990） 2表 9裏 115目 13～70局]
0.83,0.1,,0.0,1.0,1.0,,,[83.0000 ％（+33.0000） 1表 1裏 1目 1～1局] [68.8900 ％（+18.8900） 1表 2裏 2目 1～2局] [57.1787 ％（+7.1787） 1表 3裏 3目 1～3局] [47.4583 ％（-2.5417） 1表 4裏 4目 1～4局] [51.8108 ％（+1.8108） 1表 5裏 13目 3～15局] [51.0316 ％（+1.0316） 1表 5裏 18目 4～21局] [50.4823 ％（+0.4823） 1表 5裏 23目 5～27局] [50.0550 ％（+0.0550） 1表 5裏 28目 6～33局] [50.0068 ％（+0.0068） 1表 5裏 111目 23～133局]
0.84,0.1,,0.0,1.0,1.0,,,[84.0000 ％（+34.0000） 1表 1裏 1目 1～1局] [70.5600 ％（+20.5600） 1表 2裏 2目 1～2局] [59.2704 ％（+9.2704） 1表 3裏 3目 1～3局] [49.7871 ％（-0.2129） 1表 4裏 4目 1～4局] [50.2122 ％（+0.2122） 2表 11裏 101目 10～60局]
0.85,0.1,,0.0,1.0,1.0,,,[85.0000 ％（+35.0000） 1表 1裏 1目 1～1局] [72.2500 ％（+22.2500） 1表 2裏 2目 1～2局] [61.4125 ％（+11.4125） 1表 3裏 3目 1～3局] [52.2006 ％（+2.2006） 1表 4裏 4目 1～4局] [49.2186 ％（-0.7814） 1表 5裏 10目 2～11局] [50.4879 ％（+0.4879） 1表 6裏 21目 4～24局] [50.3246 ％（+0.3246） 1表 6裏 38目 7～44局] [50.2578 ％（+0.2578） 1表 6裏 55目 10～64局]
0.86,0.1,,0.0,1.0,1.0,,,[86.0000 ％（+36.0000） 1表 1裏 1目 1～1局] [73.9600 ％（+23.9600） 1表 2裏 2目 1～2局] [63.6056 ％（+13.6056） 1表 3裏 3目 1～3局] [54.7008 ％（+4.7008） 1表 4裏 4目 1～4局] [47.0427 ％（-2.9573） 1表 5裏 5目 1～5局] [48.3411 ％（-1.6589） 1表 6裏 11目 2～12局] [49.1148 ％（-0.8852） 1表 6裏 17目 3～19局] [49.6563 ％（-0.3437） 1表 6裏 23目 4～26局] [50.0754 ％（+0.0754） 1表 6裏 29目 5～33局] [50.0190 ％（+0.0190） 1表 6裏 72目 12～83局]
0.87,0.1,,0.0,1.0,1.0,,,[87.0000 ％（+37.0000） 1表 1裏 1目 1～1局] [75.6900 ％（+25.6900） 1表 2裏 2目 1～2局] [65.8503 ％（+15.8503） 1表 3裏 3目 1～3局] [57.2898 ％（+7.2898） 1表 4裏 4目 1～4局] [49.8421 ％（-0.1579） 1表 5裏 5目 1～5局] [49.9335 ％（-0.0665） 1表 7裏 45目 7～51局]
0.88,0.1,,0.0,1.0,1.0,,,[88.0000 ％（+38.0000） 1表 1裏 1目 1～1局] [77.4400 ％（+27.4400） 1表 2裏 2目 1～2局] [68.1472 ％（+18.1472） 1表 3裏 3目 1～3局] [59.9695 ％（+9.9695） 1表 4裏 4目 1～4局] [52.7732 ％（+2.7732） 1表 5裏 5目 1～5局] [52.6238 ％（+2.6238） 1表 6裏 12目 2～13局] [48.5864 ％（-1.4136） 1表 7裏 13目 2～14局] [49.8263 ％（-0.1737） 1表 7裏 20目 3～22局]
0.89,0.1,,0.0,1.0,1.0,,,[89.0000 ％（+39.0000） 1表 1裏 1目 1～1局] [79.2100 ％（+29.2100） 1表 2裏 2目 1～2局] [70.4969 ％（+20.4969） 1表 3裏 3目 1～3局] [62.7422 ％（+12.7422） 1表 4裏 4目 1～4局] [55.8406 ％（+5.8406） 1表 5裏 5目 1～5局] [49.6981 ％（-0.3019） 1表 6裏 6目 1～6局] [49.9163 ％（-0.0837） 1表 8裏 22目 3～24局]
0.9,0.1,,0.0,1.0,1.0,,,[90.0000 ％（+40.0000） 1表 1裏 1目 1～1局] [81.0000 ％（+31.0000） 1表 2裏 2目 1～2局] [72.9000 ％（+22.9000） 1表 3裏 3目 1～3局] [65.6100 ％（+15.6100） 1表 4裏 4目 1～4局] [59.0490 ％（+9.0490） 1表 5裏 5目 1～5局] [53.1441 ％（+3.1441） 1表 6裏 6目 1～6局] [47.8297 ％（-2.1703） 1表 7裏 7目 1～7局] [51.4728 ％（+1.4728） 1表 8裏 15目 2～16局] [51.0505 ％（+1.0505） 1表 8裏 24目 3～26局] [50.8511 ％（+0.8511） 1表 9裏 33目 4～36局] [50.7317 ％（+0.7317） 1表 9裏 42目 5～46局] [50.6507 ％（+0.6507） 1表 9裏 51目 6～56局] [50.5913 ％（+0.5913） 1表 9裏 60目 7～66局] [50.5455 ％（+0.5455） 1表 9裏 69目 8～76局] [50.5088 ％（+0.5088） 1表 9裏 78目 9～86局] [50.4785 ％（+0.4785） 1表 9裏 87目 10～96局] [50.4531 ％（+0.4531） 1表 9裏 96目 11～106局] [50.4312 ％（+0.4312） 1表 9裏 105目 12～116局] [50.4123 ％（+0.4123） 1表 9裏 114目 13～126局]
0.91,0.1,,0.0,1.0,1.0,,,[91.0000 ％（+41.0000） 1表 1裏 1目 1～1局] [82.8100 ％（+32.8100） 1表 2裏 2目 1～2局] [75.3571 ％（+25.3571） 1表 3裏 3目 1～3局] [68.5750 ％（+18.5750） 1表 4裏 4目 1～4局] [62.4032 ％（+12.4032） 1表 5裏 5目 1～5局] [56.7869 ％（+6.7869） 1表 6裏 6目 1～6局] [51.6761 ％（+1.6761） 1表 7裏 7目 1～7局] [50.9125 ％（+0.9125） 1表 9裏 17目 2～18局] [50.8725 ％（+0.8725） 1表 9裏 27目 3～29局] [49.2361 ％（-0.7639） 1表 10裏 48目 5～52局] [49.4705 ％（-0.5295） 1表 10裏 58目 6～63局] [49.6662 ％（-0.3338） 1表 10裏 68目 7～74局] [49.8347 ％（-0.1653） 1表 10裏 78目 8～85局] [49.9830 ％（-0.0170） 1表 10裏 88目 9～96局]
0.92,0.1,,0.0,1.0,1.0,,,[92.0000 ％（+42.0000） 1表 1裏 1目 1～1局] [84.6400 ％（+34.6400） 1表 2裏 2目 1～2局] [77.8688 ％（+27.8688） 1表 3裏 3目 1～3局] [71.6393 ％（+21.6393） 1表 4裏 4目 1～4局] [65.9082 ％（+15.9082） 1表 5裏 5目 1～5局] [60.6355 ％（+10.6355） 1表 6裏 6目 1～6局] [55.7847 ％（+5.7847） 1表 7裏 7目 1～7局] [51.3219 ％（+1.3219） 1表 8裏 8目 1～8局] [49.0603 ％（-0.9397） 1表 10裏 20目 2～21局] [50.1801 ％（+0.1801） 1表 11裏 31目 3～33局] [50.0778 ％（+0.0778） 1表 11裏 54目 5～58局] [50.0455 ％（+0.0455） 1表 11裏 77目 7～83局] [50.0307 ％（+0.0307） 1表 12裏 100目 9～108局]
0.93,0.1,,0.0,1.0,1.0,,,[93.0000 ％（+43.0000） 1表 1裏 1目 1～1局] [86.4900 ％（+36.4900） 1表 2裏 2目 1～2局] [80.4357 ％（+30.4357） 1表 3裏 3目 1～3局] [74.8052 ％（+24.8052） 1表 4裏 4目 1～4局] [69.5688 ％（+19.5688） 1表 5裏 5目 1～5局] [64.6990 ％（+14.6990） 1表 6裏 6目 1～6局] [60.1701 ％（+10.1701） 1表 7裏 7目 1～7局] [55.9582 ％（+5.9582） 1表 8裏 8目 1～8局] [52.0411 ％（+2.0411） 1表 9裏 9目 1～9局] [48.3982 ％（-1.6018） 1表 10裏 10目 1～10局] [51.4587 ％（+1.4587） 1表 11裏 22目 2～23局] [49.1754 ％（-0.8246） 1表 12裏 23目 2～24局] [49.7546 ％（-0.2454） 1表 12裏 36目 3～38局] [50.1847 ％（+0.1847） 1表 13裏 49目 4～52局] [49.9384 ％（-0.0616） 1表 13裏 89目 7～95局]
0.94,0.1,,0.0,1.0,1.0,,,[94.0000 ％（+44.0000） 1表 1裏 1目 1～1局] [88.3600 ％（+38.3600） 1表 2裏 2目 1～2局] [83.0584 ％（+33.0584） 1表 3裏 3目 1～3局] [78.0749 ％（+28.0749） 1表 4裏 4目 1～4局] [73.3904 ％（+23.3904） 1表 5裏 5目 1～5局] [68.9870 ％（+18.9870） 1表 6裏 6目 1～6局] [64.8478 ％（+14.8478） 1表 7裏 7目 1～7局] [60.9569 ％（+10.9569） 1表 8裏 8目 1～8局] [57.2995 ％（+7.2995） 1表 9裏 9目 1～9局] [53.8615 ％（+3.8615） 1表 10裏 10目 1～10局] [50.6298 ％（+0.6298） 1表 11裏 11目 1～11局] [50.3512 ％（+0.3512） 1表 14裏 42目 3～44局] [49.8240 ％（-0.1760） 1表 15裏 58目 4～61局] [50.1743 ％（+0.1743） 1表 15裏 89目 6～94局] [49.8325 ％（-0.1675） 1表 15裏 105目 7～111局]
0.95,0.1,,0.0,1.0,1.0,,,[95.0000 ％（+45.0000） 1表 1裏 1目 1～1局] [90.2500 ％（+40.2500） 1表 2裏 2目 1～2局] [85.7375 ％（+35.7375） 1表 3裏 3目 1～3局] [81.4506 ％（+31.4506） 1表 4裏 4目 1～4局] [77.3781 ％（+27.3781） 1表 5裏 5目 1～5局] [73.5092 ％（+23.5092） 1表 6裏 6目 1～6局] [69.8337 ％（+19.8337） 1表 7裏 7目 1～7局] [66.3420 ％（+16.3420） 1表 8裏 8目 1～8局] [63.0249 ％（+13.0249） 1表 9裏 9目 1～9局] [59.8737 ％（+9.8737） 1表 10裏 10目 1～10局] [56.8800 ％（+6.8800） 1表 11裏 11目 1～11局] [54.0360 ％（+4.0360） 1表 12裏 12目 1～12局] [51.3342 ％（+1.3342） 1表 13裏 13目 1～13局] [48.7675 ％（-1.2325） 1表 14裏 14目 1～14局] [50.3650 ％（+0.3650） 1表 16裏 32目 2～33局] [50.1816 ％（+0.1816） 1表 17裏 51目 3～53局] [50.1127 ％（+0.1127） 1表 18裏 70目 4～73局] [50.0784 ％（+0.0784） 1表 18裏 89目 5～93局] [50.0586 ％（+0.0586） 1表 18裏 108目 6～113局]
0.96,0.1,,0.0,1.0,1.0,,,[96.0000 ％（+46.0000） 1表 1裏 1目 1～1局] [92.1600 ％（+42.1600） 1表 2裏 2目 1～2局] [88.4736 ％（+38.4736） 1表 3裏 3目 1～3局] [84.9347 ％（+34.9347） 1表 4裏 4目 1～4局] [81.5373 ％（+31.5373） 1表 5裏 5目 1～5局] [78.2758 ％（+28.2758） 1表 6裏 6目 1～6局] [75.1447 ％（+25.1447） 1表 7裏 7目 1～7局] [72.1390 ％（+22.1390） 1表 8裏 8目 1～8局] [69.2534 ％（+19.2534） 1表 9裏 9目 1～9局] [66.4833 ％（+16.4833） 1表 10裏 10目 1～10局] [63.8239 ％（+13.8239） 1表 11裏 11目 1～11局] [61.2710 ％（+11.2710） 1表 12裏 12目 1～12局] [58.8201 ％（+8.8201） 1表 13裏 13目 1～13局] [56.4673 ％（+6.4673） 1表 14裏 14目 1～14局] [54.2086 ％（+4.2086） 1表 15裏 15目 1～15局] [52.0403 ％（+2.0403） 1表 16裏 16目 1～16局] [49.9587 ％（-0.0413） 1表 17裏 17目 1～17局]
0.97,0.1,,0.0,1.0,1.0,,,[97.0000 ％（+47.0000） 1表 1裏 1目 1～1局] [94.0900 ％（+44.0900） 1表 2裏 2目 1～2局] [91.2673 ％（+41.2673） 1表 3裏 3目 1～3局] [88.5293 ％（+38.5293） 1表 4裏 4目 1～4局] [85.8734 ％（+35.8734） 1表 5裏 5目 1～5局] [83.2972 ％（+33.2972） 1表 6裏 6目 1～6局] [80.7983 ％（+30.7983） 1表 7裏 7目 1～7局] [78.3743 ％（+28.3743） 1表 8裏 8目 1～8局] [76.0231 ％（+26.0231） 1表 9裏 9目 1～9局] [73.7424 ％（+23.7424） 1表 10裏 10目 1～10局] [71.5301 ％（+21.5301） 1表 11裏 11目 1～11局] [69.3842 ％（+19.3842） 1表 12裏 12目 1～12局] [67.3027 ％（+17.3027） 1表 13裏 13目 1～13局] [65.2836 ％（+15.2836） 1表 14裏 14目 1～14局] [63.3251 ％（+13.3251） 1表 15裏 15目 1～15局] [61.4254 ％（+11.4254） 1表 16裏 16目 1～16局] [59.5826 ％（+9.5826） 1表 17裏 17目 1～17局] [57.7951 ％（+7.7951） 1表 18裏 18目 1～18局] [56.0613 ％（+6.0613） 1表 19裏 19目 1～19局] [54.3794 ％（+4.3794） 1表 20裏 20目 1～20局] [52.7481 ％（+2.7481） 1表 21裏 21目 1～21局] [51.1656 ％（+1.1656） 1表 22裏 22目 1～22局] [49.6306 ％（-0.3694） 1表 23裏 23目 1～23局] [49.8483 ％（-0.1517） 1表 29裏 87目 3～89局]
0.98,0.1,,0.0,1.0,1.0,,,[98.0000 ％（+48.0000） 1表 1裏 1目 1～1局] [96.0400 ％（+46.0400） 1表 2裏 2目 1～2局] [94.1192 ％（+44.1192） 1表 3裏 3目 1～3局] [92.2368 ％（+42.2368） 1表 4裏 4目 1～4局] [90.3921 ％（+40.3921） 1表 5裏 5目 1～5局] [88.5842 ％（+38.5842） 1表 6裏 6目 1～6局] [86.8126 ％（+36.8126） 1表 7裏 7目 1～7局] [85.0763 ％（+35.0763） 1表 8裏 8目 1～8局] [83.3748 ％（+33.3748） 1表 9裏 9目 1～9局] [81.7073 ％（+31.7073） 1表 10裏 10目 1～10局] [80.0731 ％（+30.0731） 1表 11裏 11目 1～11局] [78.4717 ％（+28.4717） 1表 12裏 12目 1～12局] [76.9022 ％（+26.9022） 1表 13裏 13目 1～13局] [75.3642 ％（+25.3642） 1表 14裏 14目 1～14局] [73.8569 ％（+23.8569） 1表 15裏 15目 1～15局] [72.3798 ％（+22.3798） 1表 16裏 16目 1～16局] [70.9322 ％（+20.9322） 1表 17裏 17目 1～17局] [69.5135 ％（+19.5135） 1表 18裏 18目 1～18局] [68.1233 ％（+18.1233） 1表 19裏 19目 1～19局] [66.7608 ％（+16.7608） 1表 20裏 20目 1～20局] [65.4256 ％（+15.4256） 1表 21裏 21目 1～21局] [64.1171 ％（+14.1171） 1表 22裏 22目 1～22局] [62.8347 ％（+12.8347） 1表 23裏 23目 1～23局] [61.5780 ％（+11.5780） 1表 24裏 24目 1～24局] [60.3465 ％（+10.3465） 1表 25裏 25目 1～25局] [59.1395 ％（+9.1395） 1表 26裏 26目 1～26局] [57.9568 ％（+7.9568） 1表 27裏 27目 1～27局] [56.7976 ％（+6.7976） 1表 28裏 28目 1～28局] [55.6617 ％（+5.6617） 1表 29裏 29目 1～29局] [54.5484 ％（+4.5484） 1表 30裏 30目 1～30局] [53.4575 ％（+3.4575） 1表 31裏 31目 1～31局] [52.3883 ％（+2.3883） 1表 32裏 32目 1～32局] [51.3405 ％（+1.3405） 1表 33裏 33目 1～33局] [50.3137 ％（+0.3137） 1表 34裏 34目 1～34局] [49.7331 ％（-0.2669） 1表 42裏 83目 2～84局]
0.99,0.1,2000,1,69,69,《1表 69裏 69目 1～69局》,,[99.0000 ％（+49.0000） 1表 1裏 1目 1～1局] [98.0100 ％（+48.0100） 1表 2裏 2目 1～2局] [97.0299 ％（+47.0299） 1表 3裏 3目 1～3局] [96.0596 ％（+46.0596） 1表 4裏 4目 1～4局] [95.0990 ％（+45.0990） 1表 5裏 5目 1～5局] [94.1480 ％（+44.1480） 1表 6裏 6目 1～6局] [93.2065 ％（+43.2065） 1表 7裏 7目 1～7局] [92.2745 ％（+42.2745） 1表 8裏 8目 1～8局] [91.3517 ％（+41.3517） 1表 9裏 9目 1～9局] [90.4382 ％（+40.4382） 1表 10裏 10目 1～10局] [89.5338 ％（+39.5338） 1表 11裏 11目 1～11局] [88.6385 ％（+38.6385） 1表 12裏 12目 1～12局] [87.7521 ％（+37.7521） 1表 13裏 13目 1～13局] [86.8746 ％（+36.8746） 1表 14裏 14目 1～14局] [86.0058 ％（+36.0058） 1表 15裏 15目 1～15局] [85.1458 ％（+35.1458） 1表 16裏 16目 1～16局] [84.2943 ％（+34.2943） 1表 17裏 17目 1～17局] [83.4514 ％（+33.4514） 1表 18裏 18目 1～18局] [82.6169 ％（+32.6169） 1表 19裏 19目 1～19局] [81.7907 ％（+31.7907） 1表 20裏 20目 1～20局] [80.9728 ％（+30.9728） 1表 21裏 21目 1～21局] [80.1631 ％（+30.1631） 1表 22裏 22目 1～22局] [79.3614 ％（+29.3614） 1表 23裏 23目 1～23局] [78.5678 ％（+28.5678） 1表 24裏 24目 1～24局] [77.7821 ％（+27.7821） 1表 25裏 25目 1～25局] [77.0043 ％（+27.0043） 1表 26裏 26目 1～26局] [76.2343 ％（+26.2343） 1表 27裏 27目 1～27局] [75.4719 ％（+25.4719） 1表 28裏 28目 1～28局] [74.7172 ％（+24.7172） 1表 29裏 29目 1～29局] [73.9700 ％（+23.9700） 1表 30裏 30目 1～30局] [73.2303 ％（+23.2303） 1表 31裏 31目 1～31局] [72.4980 ％（+22.4980） 1表 32裏 32目 1～32局] [71.7731 ％（+21.7731） 1表 33裏 33目 1～33局] [71.0553 ％（+21.0553） 1表 34裏 34目 1～34局] [70.3448 ％（+20.3448） 1表 35裏 35目 1～35局] [69.6413 ％（+19.6413） 1表 36裏 36目 1～36局] [68.9449 ％（+18.9449） 1表 37裏 37目 1～37局] [68.2555 ％（+18.2555） 1表 38裏 38目 1～38局] [67.5729 ％（+17.5729） 1表 39裏 39目 1～39局] [66.8972 ％（+16.8972） 1表 40裏 40目 1～40局] [66.2282 ％（+16.2282） 1表 41裏 41目 1～41局] [65.5659 ％（+15.5659） 1表 42裏 42目 1～42局] [64.9103 ％（+14.9103） 1表 43裏 43目 1～43局] [64.2612 ％（+14.2612） 1表 44裏 44目 1～44局] [63.6185 ％（+13.6185） 1表 45裏 45目 1～45局] [62.9824 ％（+12.9824） 1表 46裏 46目 1～46局] [62.3525 ％（+12.3525） 1表 47裏 47目 1～47局] [61.7290 ％（+11.7290） 1表 48裏 48目 1～48局] [61.1117 ％（+11.1117） 1表 49裏 49目 1～49局] [60.5006 ％（+10.5006） 1表 50裏 50目 1～50局] [59.8956 ％（+9.8956） 1表 51裏 51目 1～51局] [59.2966 ％（+9.2966） 1表 52裏 52目 1～52局] [58.7037 ％（+8.7037） 1表 53裏 53目 1～53局] [58.1166 ％（+8.1166） 1表 54裏 54目 1～54局] [57.5355 ％（+7.5355） 1表 55裏 55目 1～55局] [56.9601 ％（+6.9601） 1表 56裏 56目 1～56局] [56.3905 ％（+6.3905） 1表 57裏 57目 1～57局] [55.8266 ％（+5.8266） 1表 58裏 58目 1～58局] [55.2683 ％（+5.2683） 1表 59裏 59目 1～59局] [54.7157 ％（+4.7157） 1表 60裏 60目 1～60局] [54.1685 ％（+4.1685） 1表 61裏 61目 1～61局] [53.6268 ％（+3.6268） 1表 62裏 62目 1～62局] [53.0906 ％（+3.0906） 1表 63裏 63目 1～63局] [52.5596 ％（+2.5596） 1表 64裏 64目 1～64局] [52.0341 ％（+2.0341） 1表 65裏 65目 1～65局] [51.5137 ％（+1.5137） 1表 66裏 66目 1～66局] [50.9986 ％（+0.9986） 1表 67裏 67目 1～67局] [50.4886 ％（+0.4886） 1表 68裏 68目 1～68局] [49.9837 ％（-0.0163） 1表 69裏 69目 1～69局]
